电商平台,订单状态,产品名称,用户名,评论,产品型号,产品大小,订单开始时间,评论时间
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),3***7,即热水器大品牌值得信赖，这款热水器设计高端大气上档次，电脑版，非常的方便实用，适合年轻人使用，热水速度快，容量大，方便一家人使用耗电，不耗电，非常的省电洗浴，起来非常的，方便外观设计，精巧独特，安全有保障，价格还便宜买家电上京东,【经典爆款】中温保温节能遥控60升,2020-02-10 10:32:10,2020-04-01 18:38:36
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),jd_152882xjc,第一次用美的的热水器，外观很漂亮，加热速度快，十多分钟热水就出来了。特别要给快递小哥点赞，那边还没住人，和快递小哥沟通后，半小时就送到了，没有让我多等。安装小哥也很不错，动作很迅速，就半小时搞定了安装，通电试机，讲解使用方法，简单易懂。,【经典爆款】中温保温节能遥控60升,2020-04-10 09:00:33,2020-04-21 09:18:20
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),jd_134048tfv,隔天就收到了，收到的时候没有破损的，热水器现在已经安装上在使用了，这个带预约定时的功能，还是挺方便的，预约好时间就会自动加热，热水器加热速度也很快，保温效果真的是很好，前一晚烧的热水第二天都能继续用。还有一个遥控器远程操控很方便，热水器功能简单易懂很实在。售前售后服务也很不错，送货，预约安装都很迅速，安装免费，安装师傅技术一流，还给清理安装的一些垃圾！,【经典爆款】中温保温节能遥控60升,2020-03-27 15:53:49,2020-03-31 08:24:28
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),j***t,"外形外观：美的（Midea）F60-15WB5(Y) 60升2100W速热电热水器款式潮流时尚，设计精美。
加热速度：可以自行设定加热温度，自动保温，加热速度快。
耗能情况：2100W功率，耗电比较大，处于大功率电气水平。
洗浴时间：加热一次可以2～3人洗，60升储水量满足家庭需求。
其他特色：美的品牌，品质有包装，值得信赖，免费上门安装服务，收取安装管件辅材费。
双十一下的单，价格非常实惠，物超所值，京东购物体验好，买家电上京东，服务好，物流送货快。",【遥控爆款】中温保温 节能省电60升,2019-11-11 01:40:59,2019-11-26 20:12:22
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),路人禅心,农村种植基地弄的简易房，请原谅条件实在是艰苦。疫情之中下的单，商家快递员实属不易，请大家多一点理解！拿到商品的时候，迫不及待地安装，从此终于可以舒舒心心地实个澡了。完美的外观，调节方便，我这简陋的浴室档次瞬间高了不少！赞。,【遥控爆款】中温保温 节能省电60升,2020-02-02 16:00:50,2020-02-28 13:25:47
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),万111*****333登,"外形外观：外观白色，外观非常漂亮，非常气派，非常喜欢
加热速度：加入速度加入速度很快，20分钟，现在把水温调到45度50度洗澡非常方便，可快，三口之家4口之家是没问题的，现在用了
耗能情况：能耗情况，能耗情况，农行情况现在不知道，反正买的是一级能效的，说的是很省电，用了再说，用一个月看电表
洗浴时间：时间到徐时间二分钟，一个人都洗好了，最主要的是师傅送货比较快，京东的态度也很好，客服回答也很专业，回答的也很快捷，嗯，很满意，用再说
其他特色：其他的还可以带遥控器，带遥控器的可以用遥控器调节，嗯，暂时比较满意吧，用用再评价",【遥控爆款】中温保温 节能省电60升,2020-03-15 15:23:59,2020-03-18 10:58:32
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),深巷里的喵喵-,"外形外观：款式简单大方
加热速度：加速挺快
配送很快，昨晚下单早晨就给送来了，一会安装师傅也过来了，售后服务很好，师傅态度也很好，加热很快，外观挺好看的，简单大方，两个人用应该是绰绰有余了，相信美的大品牌，相信京东，很满意！",【遥控爆款】中温保温 节能省电60升,2020-01-18 17:55:50,2020-01-19 11:52:49
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),樱桃屏,外观美，一直关注的品牌，家里装修，刚好可以买1台，身边朋友豆在用，大力推荐。加热很快，功耗可以接受，出水很快，智能遥控控制，完美啊，嗨可以预约，太好啦，爸妈恨喜欢?，操作简单，安装师傅也很给力，服务态度好,【遥控爆款】中温保温 节能省电60升,2020-02-16 14:52:25,2020-03-18 21:52:50
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),Z***b,宝贝很好，外观简洁时尚，配有遥控操作，简单易用，2100W大功率，加热速度快，保温性能强，60L大容量，是够一家人使用了。安装师傅态度好，物流快。美的是大品牌，值得信任，喜欢的快入手吧。,爆款经典遥控B560升,2018-12-04 20:00:22,2018-12-07 07:32:10
京东商城,1,美的（Midea）2100W速热电热水器60升 遥控预约洗浴 健康洗一级节能 加长防电墙F60-15WB5(Y),3***5,"外形外观：外观设计新颖独特，很时尚大方，很是喜欢，传统的白色主调，很易搭配，装起来很美观大方，很愉快的一次购物，值得分享购买，
加热速度：加热速度很快，头一次加热之后，后面洗澡就保温啦，无需等待，
耗能情况：能耗很低，一级能效，很节能，
洗浴时间：洗澡时间无需间隔，边洗边加热，很喜欢，
其他特色：带遥控器，无需担忧水电危险，大展示",【遥控爆款】中温保温 节能省电60升,2020-01-07 00:40:09,2020-02-02 20:52:30
